"category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","1","6-7 days a week",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","2","5 days a week",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","3","4 days a week",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","4","2-3 days a week",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","5","1 day a week",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","6","1-3 days a month",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","7","1-3 times a year",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","8","Only when attending an event (e.g., State Fair, sporting event, concert)",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","9","Never",NA
"Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","995","Missing: Skip logic",NA
"Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","-9998","Missing: Non-response",NA
"Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","1","Pay using a Go-To card (e.g., Metropass, U-Pass, College Pass, Student Pass)",NA
"Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","2","Pay per ride using cash, token, ticket, or credit card",NA
"Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","3","Ride for free (e.g., Civil Servant, Disabled Veteran)",NA
"Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","995","Missing: Skip logic",NA
"Shared mobility","uses_bikeshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses bikeshare","-9998","Missing: Non-response",NA
"Shared mobility","uses_bikeshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses bikeshare","0","No",NA
"Shared mobility","uses_bikeshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses bikeshare","1","Yes",NA
"Shared mobility","uses_bikeshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses bikeshare","995","Missing: Skip logic",NA
"Shared mobility","uses_carshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses carshare (e.g., Car2Go, ZipCar)","-9998","Missing: Non-response",NA
"Shared mobility","uses_carshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses carshare (e.g., Car2Go, ZipCar)","0","No",NA
"Shared mobility","uses_carshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses carshare (e.g., Car2Go, ZipCar)","1","Yes",NA
"Shared mobility","uses_carshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses carshare (e.g., Car2Go, ZipCar)","995","Missing: Skip logic",NA
"Shared mobility","uses_p2p_share","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses peer-to-peer car rental (e.g., Turo, Getaround)","-9998","Missing: Non-response",NA
"Shared mobility","uses_p2p_share","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses peer-to-peer car rental (e.g., Turo, Getaround)","0","No",NA
"Shared mobility","uses_p2p_share","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses peer-to-peer car rental (e.g., Turo, Getaround)","1","Yes",NA
"Shared mobility","uses_p2p_share","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses peer-to-peer car rental (e.g., Turo, Getaround)","995","Missing: Skip logic",NA
"Shared mobility","uses_tnc","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses/takes Uber, Lyft, or other smartphone-app ride service","-9998","Missing: Non-response",NA
"Shared mobility","uses_tnc","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses/takes Uber, Lyft, or other smartphone-app ride service","0","No",NA
"Shared mobility","uses_tnc","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses/takes Uber, Lyft, or other smartphone-app ride service","1","Yes",NA
"Shared mobility","uses_tnc","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses/takes Uber, Lyft, or other smartphone-app ride service","995","Missing: Skip logic",NA
"Shared mobility","uses_vanpool","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses vanpool","-9998","Missing: Non-response",NA
"Shared mobility","uses_vanpool","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses vanpool","0","No",NA
"Shared mobility","uses_vanpool","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses vanpool","1","Yes",NA
"Shared mobility","uses_vanpool","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses vanpool","995","Missing: Skip logic",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","-9998","Missing: Non-response",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","1","50 or more",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","2","40-49",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","3","35-39",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","4","30-34",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","5","20-29",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","6","10-19",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","7","Fewer than 10",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","8","Hours vary greatly week to week",NA
"Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","995","Missing: Skip logic",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","-9998","Missing: Non-response",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","1","Walk, jog, or roll using a mobility device)",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","2","Bicycle",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","3","Drive alone","If has license"
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","4","Carpool with only family/household member(s)","If household has more than one member"
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","5","Carpool with at least one person not in household",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","6","Motorcycle/moped/scooter",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","7","Bus (public transit)",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","8","Private shuttle bus (e.g., employer)",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","9","Paratransit",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","10","Vanpool",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","11","Taxi (e.g., Yellow Cab)",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","12","Uber, Lyft, or other smartphone-app ride service",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","13","Subway",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","14","Light rail",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","15","Intercity rail (e.g., Amtrak)",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","17","Northstar",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","995","Missing: Skip logic",NA
"Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","997","Other mode",NA
"Commute","work_mode_seasonality","Does the way you typically travel to work vary by season?","If doesn't drive for a living/doesn't always work from home","Work mode varies by season","-9998","Missing: Non-response",NA
"Commute","work_mode_seasonality","Does the way you typically travel to work vary by season?","If doesn't drive for a living/doesn't always work from home","Work mode varies by season","1","Yes",NA
"Commute","work_mode_seasonality","Does the way you typically travel to work vary by season?","If doesn't drive for a living/doesn't always work from home","Work mode varies by season","2","No",NA
"Commute","work_mode_seasonality","Does the way you typically travel to work vary by season?","If doesn't drive for a living/doesn't always work from home","Work mode varies by season","995","Missing: Skip logic",NA
"Commute","work_offers_bike_tune","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bicycle tune-up/maintenance","-9998","Missing: Non-response",NA
"Commute","work_offers_bike_tune","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bicycle tune-up/maintenance","0","No",NA
"Commute","work_offers_bike_tune","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bicycle tune-up/maintenance","1","Yes",NA
"Commute","work_offers_bike_tune","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bicycle tune-up/maintenance","995","Missing: Skip logic",NA
"Commute","work_offers_bikeshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bikeshare membership","-9998","Missing: Non-response",NA
"Commute","work_offers_bikeshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bikeshare membership","0","No",NA
"Commute","work_offers_bikeshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bikeshare membership","1","Yes",NA
"Commute","work_offers_bikeshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bikeshare membership","995","Missing: Skip logic",NA
"Commute","work_offers_carshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized carshare membership/use","-9998","Missing: Non-response",NA
"Commute","work_offers_carshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized carshare membership/use","0","No",NA
"Commute","work_offers_carshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized carshare membership/use","1","Yes",NA
"Commute","work_offers_carshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized carshare membership/use","995","Missing: Skip logic",NA
"Commute","work_offers_incentives","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers cash/incentives for carpooling, walking, or biking to work","-9998","Missing: Non-response",NA
"Commute","work_offers_incentives","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers cash/incentives for carpooling, walking, or biking to work","0","No",NA
"Commute","work_offers_incentives","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers cash/incentives for carpooling, walking, or biking to work","1","Yes",NA
"Commute","work_offers_incentives","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers cash/incentives for carpooling, walking, or biking to work","995","Missing: Skip logic",NA
"Commute","work_offers_none","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers none of the commute benefits asked about","-9998","Missing: Non-response",NA
"Commute","work_offers_none","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers none of the commute benefits asked about","0","No",NA
"Commute","work_offers_none","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers none of the commute benefits asked about","1","Yes",NA
"Commute","work_offers_none","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers none of the commute benefits asked about","995","Missing: Skip logic",NA
"Commute","work_offers_shuttle","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized shuttle service","-9998","Missing: Non-response",NA
"Commute","work_offers_shuttle","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized shuttle service","0","No",NA
"Commute","work_offers_shuttle","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized shuttle service","1","Yes",NA
"Commute","work_offers_shuttle","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized shuttle service","995","Missing: Skip logic",NA
"Commute","work_offers_tnc","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized Uber, Lyft, or other smartphone-app ride service","-9998","Missing: Non-response",NA
"Commute","work_offers_tnc","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized Uber, Lyft, or other smartphone-app ride service","0","No",NA
"Commute","work_offers_tnc","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized Uber, Lyft, or other smartphone-app ride service","1","Yes",NA
"Commute","work_offers_tnc","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized Uber, Lyft, or other smartphone-app ride service","995","Missing: Skip logic",NA
"Commute","work_offers_transit","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized transit fare","-9998","Missing: Non-response",NA
"Commute","work_offers_transit","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized transit fare","0","No",NA
"Commute","work_offers_transit","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized transit fare","1","Yes",NA
"Commute","work_offers_transit","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized transit fare","995","Missing: Skip logic",NA
"Commute","work_offers_vanpool","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized vanpool","-9998","Missing: Non-response",NA
"Commute","work_offers_vanpool","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized vanpool","0","No",NA
"Commute","work_offers_vanpool","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized vanpool","1","Yes",NA
"Commute","work_offers_vanpool","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized vanpool","995","Missing: Skip logic",NA
"Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","-9998","Missing: Non-response",NA
"Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","1","Parking is always free at/near work, at park & ride, etc.",NA
"Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","2","Employer pays ALL parking costs",NA
"Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","3","Employer offers discounted parking",NA
"Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","4","Personally pay all or some parking costs (employer pays none)",NA
"Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","995","Missing: Skip logic",NA
"Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","996","Not applicable (Never drive to work)","If doesn't drive alone"
"Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","998","Don't know",NA
"Commute","work_uses_bike_tune","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bicycle tune-up/maintenance","-9998","Missing: Non-response",NA
"Commute","work_uses_bike_tune","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bicycle tune-up/maintenance","0","No",NA
"Commute","work_uses_bike_tune","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bicycle tune-up/maintenance","1","Yes",NA
"Commute","work_uses_bike_tune","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bicycle tune-up/maintenance","995","Missing: Skip logic",NA
"Commute","work_uses_bikeshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bikeshare membership","-9998","Missing: Non-response",NA
"Commute","work_uses_bikeshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bikeshare membership","0","No",NA
"Commute","work_uses_bikeshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bikeshare membership","1","Yes",NA
"Commute","work_uses_bikeshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bikeshare membership","995","Missing: Skip logic",NA
"Commute","work_uses_carshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized carshare membership","-9998","Missing: Non-response",NA
"Commute","work_uses_carshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized carshare membership","0","No",NA
"Commute","work_uses_carshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized carshare membership","1","Yes",NA
"Commute","work_uses_carshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized carshare membership","995","Missing: Skip logic",NA
"Commute","work_uses_incentives","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses cash/incentives for carpooling, walking, or biking to work","-9998","Missing: Non-response",NA
"Commute","work_uses_incentives","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses cash/incentives for carpooling, walking, or biking to work","0","No",NA
"Commute","work_uses_incentives","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses cash/incentives for carpooling, walking, or biking to work","1","Yes",NA
"Commute","work_uses_incentives","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses cash/incentives for carpooling, walking, or biking to work","995","Missing: Skip logic",NA
"Commute","work_uses_none","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses none of the above commute benefits","-9998","Missing: Non-response",NA
"Commute","work_uses_none","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses none of the above commute benefits","0","No",NA
"Commute","work_uses_none","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses none of the above commute benefits","1","Yes",NA
"Commute","work_uses_none","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses none of the above commute benefits","995","Missing: Skip logic",NA
"Commute","work_uses_shuttle","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized shuttle service","-9998","Missing: Non-response",NA
"Commute","work_uses_shuttle","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized shuttle service","0","No",NA
"Commute","work_uses_shuttle","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized shuttle service","1","Yes",NA
"Commute","work_uses_shuttle","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized shuttle service","995","Missing: Skip logic",NA
"Commute","work_uses_tnc","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized Uber, Lyft, or other smartphone-app ride service","-9998","Missing: Non-response",NA
"Commute","work_uses_tnc","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized Uber, Lyft, or other smartphone-app ride service","0","No",NA
"Commute","work_uses_tnc","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized Uber, Lyft, or other smartphone-app ride service","1","Yes",NA
"Commute","work_uses_tnc","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized Uber, Lyft, or other smartphone-app ride service","995","Missing: Skip logic",NA
"Commute","work_uses_transit","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized transit fare","-9998","Missing: Non-response",NA
"Commute","work_uses_transit","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized transit fare","0","No",NA
"Commute","work_uses_transit","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized transit fare","1","Yes",NA
"Commute","work_uses_transit","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized transit fare","995","Missing: Skip logic",NA
"Commute","work_uses_vanpool","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized vanpool","-9998","Missing: Non-response",NA
"Commute","work_uses_vanpool","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized vanpool","0","No",NA
"Commute","work_uses_vanpool","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized vanpool","1","Yes",NA
"Commute","work_uses_vanpool","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized vanpool","995","Missing: Skip logic",NA
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","-9998","Missing: Non-response",NA
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","1","In my house/apartment (includes garage, porch, storage area)","If purpose was ""home"""
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","2","Bike rack",NA
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","3","Bike locker",NA
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","4","Secured bike room",NA
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","5","Locked to other object (e.g., sign post, fence, tree)",NA
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","6","Bike-share designated docking station","If bike-share"
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","7","Unlocked on-street",NA
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","995","Missing: Skip logic",NA
"Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","997","Other",NA
"Trips","bus_payment_type","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","-9999","Missing: Technical error",NA
"Trips","bus_payment_type","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","-9998","Missing: Non-response",NA
"Trips","bus_payment_type","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","1","Free (no cost at all)",NA
"Trips","bus_payment_type","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","2","Used transit Go-To card or pass (any type)",NA
"Trips","bus_payment_type","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","3","Cash, credit card, token(s), or ticket(s)",NA
"Trips","bus_payment_type","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","4","Don't know",NA
"Trips","bus_payment_type","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","995","Missing: Skip logic",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","-9998","Missing: Non-response",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","1","Went home",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","10","Primary workplace","If employed"
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","11","Work-related activity (e.g., meeting, delivery, worksite)","If employed"
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","12","Traveling for work (e.g., going to airport)","If employed"
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","13","Volunteering","If employed"
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","14","Other work-related","If employed"
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","21","K-12 school",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","22","College/university",NA
