"","category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic","which_table","wt_field"
"189","Demographics","student_status","Which persons are currently enrolled as a student?",NA,"Student status","0","No",NA,"per","person_weight"
"190","Demographics","student_status","Which persons are currently enrolled as a student?",NA,"Student status","1","Yes, full-time",NA,"per","person_weight"
"191","Demographics","student_status","Which persons are currently enrolled as a student?",NA,"Student status","2","Yes, part-time",NA,"per","person_weight"
"192","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","-9998","Missing: Non-response",NA,"per","person_weight"
"193","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","1","6-7 days a week",NA,"per","person_weight"
"194","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","2","5 days a week",NA,"per","person_weight"
"195","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","3","4 days a week",NA,"per","person_weight"
"196","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","4","2-3 days a week",NA,"per","person_weight"
"197","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","5","1 day a week",NA,"per","person_weight"
"198","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","6","1-3 days per month",NA,"per","person_weight"
"199","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","7","Less than monthly",NA,"per","person_weight"
"200","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","8","Never",NA,"per","person_weight"
"201","Commute","telework_freq","How often do you typically telework (instead of going to work that day)?","If employed full-time, part-time, self-employed or volunteer/intern","How often telecommutes","995","Missing: Skip logic",NA,"per","person_weight"
"202","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","-9998","Missing: Non-response",NA,"per","person_weight"
"203","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","1","6-7 days a week",NA,"per","person_weight"
"204","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","2","5 days a week",NA,"per","person_weight"
"205","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","3","4 days a week",NA,"per","person_weight"
"206","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","4","2-3 days a week",NA,"per","person_weight"
"207","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","5","1 day a week",NA,"per","person_weight"
"208","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","6","1-3 days a month",NA,"per","person_weight"
"209","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","7","Less than monthly",NA,"per","person_weight"
"210","Shared mobility","tnc_freq","How often do you use a smartphone-app ride service (e.g. Lyft, Uber)?","If uses smartphone-app ride services","How often uses a smartphone-app ride service (e.g., Lyft, Uber)","995","Missing: Skip logic",NA,"per","person_weight"
"211","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","-9998","Missing: Non-response",NA,"per","person_weight"
"212","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","1","6-7 days a week",NA,"per","person_weight"
"213","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","2","5 days a week",NA,"per","person_weight"
"214","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","3","4 days a week",NA,"per","person_weight"
"215","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","4","2-3 days a week",NA,"per","person_weight"
"216","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","5","1 day a week",NA,"per","person_weight"
"217","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","6","1-3 days a month",NA,"per","person_weight"
"218","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","7","1-3 times a year",NA,"per","person_weight"
"219","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","8","Only when attending an event (e.g., State Fair, sporting event, concert)",NA,"per","person_weight"
"220","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","9","Never",NA,"per","person_weight"
"221","Shared mobility","transit_freq","How often do you use transit?","if adult ","How often uses transit","995","Missing: Skip logic",NA,"per","person_weight"
"222","Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","-9998","Missing: Non-response",NA,"per","person_weight"
"223","Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","1","Pay using a Go-To card (e.g., Metropass, U-Pass, College Pass, Student Pass)",NA,"per","person_weight"
"224","Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","2","Pay per ride using cash, token, ticket, or credit card",NA,"per","person_weight"
"225","Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","3","Ride for free (e.g., Civil Servant, Disabled Veteran)",NA,"per","person_weight"
"226","Shared mobility","transit_pay","How do you typically pay for transit?","If uses transit","How typically pays for transit","995","Missing: Skip logic",NA,"per","person_weight"
"227","Shared mobility","uses_bikeshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses bikeshare","-9998","Missing: Non-response",NA,"per","person_weight"
"228","Shared mobility","uses_bikeshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses bikeshare","0","No",NA,"per","person_weight"
"229","Shared mobility","uses_bikeshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses bikeshare","1","Yes",NA,"per","person_weight"
"230","Shared mobility","uses_bikeshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses bikeshare","995","Missing: Skip logic",NA,"per","person_weight"
"231","Shared mobility","uses_carshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses carshare (e.g., Car2Go, ZipCar)","-9998","Missing: Non-response",NA,"per","person_weight"
"232","Shared mobility","uses_carshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses carshare (e.g., Car2Go, ZipCar)","0","No",NA,"per","person_weight"
"233","Shared mobility","uses_carshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses carshare (e.g., Car2Go, ZipCar)","1","Yes",NA,"per","person_weight"
"234","Shared mobility","uses_carshare","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses carshare (e.g., Car2Go, ZipCar)","995","Missing: Skip logic",NA,"per","person_weight"
"235","Shared mobility","uses_p2p_share","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses peer-to-peer car rental (e.g., Turo, Getaround)","-9998","Missing: Non-response",NA,"per","person_weight"
"236","Shared mobility","uses_p2p_share","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses peer-to-peer car rental (e.g., Turo, Getaround)","0","No",NA,"per","person_weight"
"237","Shared mobility","uses_p2p_share","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses peer-to-peer car rental (e.g., Turo, Getaround)","1","Yes",NA,"per","person_weight"
"238","Shared mobility","uses_p2p_share","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses peer-to-peer car rental (e.g., Turo, Getaround)","995","Missing: Skip logic",NA,"per","person_weight"
"239","Shared mobility","uses_tnc","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses/takes Uber, Lyft, or other smartphone-app ride service","-9998","Missing: Non-response",NA,"per","person_weight"
"240","Shared mobility","uses_tnc","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses/takes Uber, Lyft, or other smartphone-app ride service","0","No",NA,"per","person_weight"
"241","Shared mobility","uses_tnc","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses/takes Uber, Lyft, or other smartphone-app ride service","1","Yes",NA,"per","person_weight"
"242","Shared mobility","uses_tnc","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses/takes Uber, Lyft, or other smartphone-app ride service","995","Missing: Skip logic",NA,"per","person_weight"
"243","Shared mobility","uses_vanpool","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses vanpool","-9998","Missing: Non-response",NA,"per","person_weight"
"244","Shared mobility","uses_vanpool","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses vanpool","0","No",NA,"per","person_weight"
"245","Shared mobility","uses_vanpool","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses vanpool","1","Yes",NA,"per","person_weight"
"246","Shared mobility","uses_vanpool","Which of the following [shared mobility services], if any, do you use? Select all that apply.","if adult","Uses vanpool","995","Missing: Skip logic",NA,"per","person_weight"
"247","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","-9998","Missing: Non-response",NA,"per","person_weight"
"248","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","1","50 or more",NA,"per","person_weight"
"249","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","2","40-49",NA,"per","person_weight"
"250","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","3","35-39",NA,"per","person_weight"
"251","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","4","30-34",NA,"per","person_weight"
"252","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","5","20-29",NA,"per","person_weight"
"253","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","6","10-19",NA,"per","person_weight"
"254","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","7","Fewer than 10",NA,"per","person_weight"
"255","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","8","Hours vary greatly week to week",NA,"per","person_weight"
"256","Commute","work_hours","How many total hours (per week) do you typically work?","If employed full-time, part-time, self-employed or volunteer/intern","How many hours typically works per week","995","Missing: Skip logic",NA,"per","person_weight"
"257","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","-9998","Missing: Non-response",NA,"per","person_weight"
"258","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","1","Walk, jog, or roll using a mobility device)",NA,"per","person_weight"
"259","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","2","Bicycle",NA,"per","person_weight"
"260","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","3","Drive alone","If has license","per","person_weight"
"261","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","4","Carpool with only family/household member(s)","If household has more than one member","per","person_weight"
"262","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","5","Carpool with at least one person not in household",NA,"per","person_weight"
"263","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","6","Motorcycle/moped/scooter",NA,"per","person_weight"
"264","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","7","Bus (public transit)",NA,"per","person_weight"
"265","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","8","Private shuttle bus (e.g., employer)",NA,"per","person_weight"
"266","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","9","Paratransit",NA,"per","person_weight"
"267","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","10","Vanpool",NA,"per","person_weight"
"268","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","11","Taxi (e.g., Yellow Cab)",NA,"per","person_weight"
"269","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","12","Uber, Lyft, or other smartphone-app ride service",NA,"per","person_weight"
"270","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","13","Subway",NA,"per","person_weight"
"271","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","14","Light rail",NA,"per","person_weight"
"272","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","15","Intercity rail (e.g., Amtrak)",NA,"per","person_weight"
"273","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","17","Northstar",NA,"per","person_weight"
"274","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","995","Missing: Skip logic",NA,"per","person_weight"
"275","Commute","work_mode",NA,"If doesn't drive for a living/doesn't always work from home. Derived for participation group 3.","Typical travel mode to work","997","Other mode",NA,"per","person_weight"
"276","Commute","work_mode_seasonality","Does the way you typically travel to work vary by season?","If doesn't drive for a living/doesn't always work from home","Work mode varies by season","-9998","Missing: Non-response",NA,"per","person_weight"
"277","Commute","work_mode_seasonality","Does the way you typically travel to work vary by season?","If doesn't drive for a living/doesn't always work from home","Work mode varies by season","1","Yes",NA,"per","person_weight"
"278","Commute","work_mode_seasonality","Does the way you typically travel to work vary by season?","If doesn't drive for a living/doesn't always work from home","Work mode varies by season","2","No",NA,"per","person_weight"
"279","Commute","work_mode_seasonality","Does the way you typically travel to work vary by season?","If doesn't drive for a living/doesn't always work from home","Work mode varies by season","995","Missing: Skip logic",NA,"per","person_weight"
"280","Commute","work_offers_bike_tune","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bicycle tune-up/maintenance","-9998","Missing: Non-response",NA,"per","person_weight"
"281","Commute","work_offers_bike_tune","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bicycle tune-up/maintenance","0","No",NA,"per","person_weight"
"282","Commute","work_offers_bike_tune","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bicycle tune-up/maintenance","1","Yes",NA,"per","person_weight"
"283","Commute","work_offers_bike_tune","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bicycle tune-up/maintenance","995","Missing: Skip logic",NA,"per","person_weight"
"284","Commute","work_offers_bikeshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bikeshare membership","-9998","Missing: Non-response",NA,"per","person_weight"
"285","Commute","work_offers_bikeshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bikeshare membership","0","No",NA,"per","person_weight"
"286","Commute","work_offers_bikeshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bikeshare membership","1","Yes",NA,"per","person_weight"
"287","Commute","work_offers_bikeshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized bikeshare membership","995","Missing: Skip logic",NA,"per","person_weight"
"288","Commute","work_offers_carshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized carshare membership/use","-9998","Missing: Non-response",NA,"per","person_weight"
"289","Commute","work_offers_carshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized carshare membership/use","0","No",NA,"per","person_weight"
"290","Commute","work_offers_carshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized carshare membership/use","1","Yes",NA,"per","person_weight"
"291","Commute","work_offers_carshare","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized carshare membership/use","995","Missing: Skip logic",NA,"per","person_weight"
"292","Commute","work_offers_incentives","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers cash/incentives for carpooling, walking, or biking to work","-9998","Missing: Non-response",NA,"per","person_weight"
"293","Commute","work_offers_incentives","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers cash/incentives for carpooling, walking, or biking to work","0","No",NA,"per","person_weight"
"294","Commute","work_offers_incentives","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers cash/incentives for carpooling, walking, or biking to work","1","Yes",NA,"per","person_weight"
"295","Commute","work_offers_incentives","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers cash/incentives for carpooling, walking, or biking to work","995","Missing: Skip logic",NA,"per","person_weight"
"296","Commute","work_offers_none","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers none of the commute benefits asked about","-9998","Missing: Non-response",NA,"per","person_weight"
"297","Commute","work_offers_none","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers none of the commute benefits asked about","0","No",NA,"per","person_weight"
"298","Commute","work_offers_none","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers none of the commute benefits asked about","1","Yes",NA,"per","person_weight"
"299","Commute","work_offers_none","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers none of the commute benefits asked about","995","Missing: Skip logic",NA,"per","person_weight"
"300","Commute","work_offers_shuttle","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized shuttle service","-9998","Missing: Non-response",NA,"per","person_weight"
"301","Commute","work_offers_shuttle","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized shuttle service","0","No",NA,"per","person_weight"
"302","Commute","work_offers_shuttle","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized shuttle service","1","Yes",NA,"per","person_weight"
"303","Commute","work_offers_shuttle","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized shuttle service","995","Missing: Skip logic",NA,"per","person_weight"
"304","Commute","work_offers_tnc","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized Uber, Lyft, or other smartphone-app ride service","-9998","Missing: Non-response",NA,"per","person_weight"
"305","Commute","work_offers_tnc","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized Uber, Lyft, or other smartphone-app ride service","0","No",NA,"per","person_weight"
"306","Commute","work_offers_tnc","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized Uber, Lyft, or other smartphone-app ride service","1","Yes",NA,"per","person_weight"
"307","Commute","work_offers_tnc","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized Uber, Lyft, or other smartphone-app ride service","995","Missing: Skip logic",NA,"per","person_weight"
"308","Commute","work_offers_transit","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized transit fare","-9998","Missing: Non-response",NA,"per","person_weight"
"309","Commute","work_offers_transit","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized transit fare","0","No",NA,"per","person_weight"
"310","Commute","work_offers_transit","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized transit fare","1","Yes",NA,"per","person_weight"
"311","Commute","work_offers_transit","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized transit fare","995","Missing: Skip logic",NA,"per","person_weight"
"312","Commute","work_offers_vanpool","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized vanpool","-9998","Missing: Non-response",NA,"per","person_weight"
"313","Commute","work_offers_vanpool","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized vanpool","0","No",NA,"per","person_weight"
"314","Commute","work_offers_vanpool","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized vanpool","1","Yes",NA,"per","person_weight"
"315","Commute","work_offers_vanpool","Which of the following commute benefits does your employer provide? Select all that apply.","If employed full-time, part-time, self-employed or volunteer/intern. Asked of adults only in participation group 3.","Employer offers free/subsidized vanpool","995","Missing: Skip logic",NA,"per","person_weight"
"316","Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","-9998","Missing: Non-response",NA,"per","person_weight"
"317","Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","1","Parking is always free at/near work, at park & ride, etc.",NA,"per","person_weight"
"318","Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","2","Employer pays ALL parking costs",NA,"per","person_weight"
"319","Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","3","Employer offers discounted parking",NA,"per","person_weight"
"320","Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","4","Personally pay all or some parking costs (employer pays none)",NA,"per","person_weight"
"321","Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","995","Missing: Skip logic",NA,"per","person_weight"
"322","Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","996","Not applicable (Never drive to work)","If doesn't drive alone","per","person_weight"
"323","Commute","work_park_type","When you drive to work, how do you typically pay for parking?","If doesn't drive for a living/doesn't always work from home","Typical way of paying for parking at work (doesn't work from home/drive for a living)","998","Don't know",NA,"per","person_weight"
"324","Commute","work_uses_bike_tune","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bicycle tune-up/maintenance","-9998","Missing: Non-response",NA,"per","person_weight"
"325","Commute","work_uses_bike_tune","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bicycle tune-up/maintenance","0","No",NA,"per","person_weight"
"326","Commute","work_uses_bike_tune","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bicycle tune-up/maintenance","1","Yes",NA,"per","person_weight"
"327","Commute","work_uses_bike_tune","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bicycle tune-up/maintenance","995","Missing: Skip logic",NA,"per","person_weight"
"328","Commute","work_uses_bikeshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bikeshare membership","-9998","Missing: Non-response",NA,"per","person_weight"
"329","Commute","work_uses_bikeshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bikeshare membership","0","No",NA,"per","person_weight"
"330","Commute","work_uses_bikeshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bikeshare membership","1","Yes",NA,"per","person_weight"
"331","Commute","work_uses_bikeshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized bikeshare membership","995","Missing: Skip logic",NA,"per","person_weight"
"332","Commute","work_uses_carshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized carshare membership","-9998","Missing: Non-response",NA,"per","person_weight"
"333","Commute","work_uses_carshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized carshare membership","0","No",NA,"per","person_weight"
"334","Commute","work_uses_carshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized carshare membership","1","Yes",NA,"per","person_weight"
"335","Commute","work_uses_carshare","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized carshare membership","995","Missing: Skip logic",NA,"per","person_weight"
